rank,content_item_id,published_date,title,quality_score,final_score,org_boost,quality_model,notable_organisations,all_resolved_organisations,canonical_url,pdf_organisations,organisations,organisation_status
406,71948,2026-09-09,Judge Circuits Explain Format-Induced Inconsistency in LLM-as-a-Judge,8.4,7.8,0.096,openai/gpt-5.6-sol,,German Research Centre for Artificial Intelligence,https://arxiv.org/abs/2605.16023,,German Research Centre for Artificial Intelligence,database_resolved
407,81393,2026-09-06,Step-Wise Refusal Dynamics in Autoregressive and Diffusion Language Models,8.4,7.8,0.000,openai/gpt-5.6-sol,,Ben-Gurion University of the Negev; Technion – Israel Institute of Technology; University of Haifa,https://arxiv.org/abs/2602.02600,,Ben-Gurion University of the Negev; Technion – Israel Institute of Technology; University of Haifa,database_resolved
408,88221,2026-09-05,Cost-Optimal LLM Routing with Limited User Feedback under User Satisfaction Guarantees,8.4,7.8,0.096,openai/gpt-5.6-sol,,Technical University of Munich,https://arxiv.org/abs/2606.19376,,Technical University of Munich,database_resolved
409,135160,2026-09-01,"A Token is Worth over 1,000 Tokens: Efficient Knowledge Distillation through Low-Rank Clone",8.4,7.8,0.096,openai/gpt-5.6-sol,,Harbin Institute of Technology,https://arxiv.org/abs/2505.12781,,Harbin Institute of Technology,database_resolved
410,135557,2026-09-01,AnyWorld: Factorized Egocentric World Models for Cross-Embodiment Generalization,8.4,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2608.29242,"Institute of Advanced Intelligence and Computing, A*STAR; Nanyang Technological University; The Chinese University of Hong Kong; XPENG Robotics; Zhejiang University","Institute of Advanced Intelligence and Computing, A*STAR; Nanyang Technological University; The Chinese University of Hong Kong; XPENG Robotics; Zhejiang University",paper_pdf
411,136039,2026-09-10,OUTLETS: Output-Length Prediction from Speculative Decoding Backbones,8.4,7.8,0.000,openai/gpt-5.6-sol,,University of Hong Kong,https://arxiv.org/abs/2609.01068,,University of Hong Kong,database_resolved
412,136986,2026-09-02,READY or Not: Reliable Enterprise Agent Deployment,8.4,7.8,0.096,openai/gpt-5.6-sol,,"University of California, Santa Cruz; Vanderbilt University",https://arxiv.org/abs/2609.02095,,"University of California, Santa Cruz; Vanderbilt University",database_resolved
413,138118,2026-09-03,LevelSyn: Physical-Aware Logic Synthesis via Level-Asynchronous Graph Neural Networks,8.4,7.8,0.000,openai/gpt-5.6-sol,,Chinese University of Hong Kong,https://arxiv.org/abs/2609.03594,,Chinese University of Hong Kong,database_resolved
414,183954,2026-09-05,Deep Research Agents Brings Deeper Harm,8.4,7.8,0.096,openai/gpt-5.6-sol,,Ludwig-Maximilians-Universität München; Technical University of Munich; University of Oxford,https://arxiv.org/abs/2510.11851,,Ludwig-Maximilians-Universität München; Technical University of Munich; University of Oxford,database_resolved
415,185803,2026-09-07,When Can LLM Digital Twins Reduce Human Measurement? From Behavioral Fidelity to Statistical Substitutability,8.4,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.07987,University at Buffalo,University at Buffalo,paper_pdf
416,186103,2026-09-08,MoEMB: Scaling Universal Multimodal Embeddings with Efficient Mixture-of-Experts Models,8.4,7.8,0.096,openai/gpt-5.6-sol,,University of Central Florida,https://arxiv.org/abs/2609.08663,,University of Central Florida,database_resolved
417,187337,2026-09-10,When do cheap embeddings beat protein language models? A theoretically-grounded hashing sketch for biological sequence classification,8.4,7.8,0.000,openai/gpt-5.6-sol,,Columbia University; Islamic University; Lahore University of Management Sciences; University of Business and Technology,https://arxiv.org/abs/2512.10147,,Columbia University; Islamic University; Lahore University of Management Sciences; University of Business and Technology,database_resolved
418,187577,2026-09-09,A2ABreak: Systematic Security Analysis of the A2A Protocol,8.4,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.10871,Purdue University; The University of Texas at Dallas,Purdue University; The University of Texas at Dallas,paper_pdf
419,192254,2026-09-11,ZGCM-1: A Fully Open and Extremely Efficient Foundation Model for Math and Agentic Search,8.4,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.13356,Zhongguancun Academy; Zhongguancun Institute of Artificial Intelligence,Zhongguancun Academy; Zhongguancun Institute of Artificial Intelligence,paper_pdf
420,192360,2026-09-11,"mKernel: Fast Multi-GPU, Multi-Node Fused Kernels",8.4,7.8,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.13585,UC Berkeley; UC Davis; UCLA; University Politehnica of Bucharest,UC Berkeley; UC Davis; UCLA; University Politehnica of Bucharest,paper_pdf
421,195458,2026-09-11,PDE-constrained inverse problems at the $\sqrt{n}$ rate via debiased physics-informed neural networks,8.4,7.8,0.096,openai/gpt-5.6-sol,,Boston University,https://arxiv.org/abs/2609.12301,,Boston University,database_resolved
422,2325,2026-09-03,SimCast-S2S: A Computationally Efficient Diffusion Model for Subseasonal Precipitation Forecasting,8.4,7.7,0.096,openai/gpt-5.6-sol,,University of Virginia,https://arxiv.org/abs/2608.26594,,University of Virginia,database_resolved
423,134934,2026-09-04,Agentic Context Cracking: Token-Efficient Data Reasoning Agents via Adaptive Structuring of Unstructured Data,8.4,7.7,0.135,openai/gpt-5.6-sol,,Harvard University,https://arxiv.org/abs/2608.31082,,Harvard University,database_resolved
424,137334,2026-09-04,Post-Training Language Models for Gold-Medal Performance in Coding Competitions,8.4,7.7,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.02849,,Not disclosed / unresolved,not_disclosed_or_unresolved
425,137568,2026-09-02,LeanStream: A Speculate-and-Refine Streaming Framework for Efficient on-Device LLM Inference,8.4,7.7,0.000,openai/gpt-5.6-sol,,George Mason University,https://arxiv.org/abs/2609.03079,,George Mason University,database_resolved
426,138225,2026-09-03,LLaDA-Image: Building Strong Image Generators with Fully Open Training Recipes,8.4,7.7,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.03796,"AGI Research Center, Inclusion AI","AGI Research Center, Inclusion AI",paper_pdf
427,186131,2026-09-08,CVT-GS: Learning to Simplify 3D Gaussian Splatting with Centroidal Voronoi Tessellation,8.4,7.7,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.08730,Beijing Institute of Technology; Peking University,Beijing Institute of Technology; Peking University,paper_pdf
428,193543,2026-09-14,ModularRSI: Modular and Generalizable Recursive Harness Self-Improvement,8.4,7.7,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.14857,Beihang University; Hohai University; IQuest Research; Langboat; M-A-P; University of Manchester,Beihang University; Hohai University; IQuest Research; Langboat; M-A-P; University of Manchester,paper_pdf
429,138321,2026-09-03,Alignment-Free Text-Audiobox for Voice Dubbing and Full-Duplex Dialogue Synthesis,8.4,7.6,0.000,openai/gpt-5.6-sol,Meta,Meta,https://arxiv.org/abs/2609.03992,,Meta,database_resolved
430,193160,2026-09-12,NeuroFlex: Lossless Element-Level ANN-SNN Co-Execution for Efficient Sparse Inference,8.4,7.6,0.000,openai/gpt-5.6-sol,,Indian Institute of Technology Madras,https://arxiv.org/abs/2609.14092,,Indian Institute of Technology Madras,database_resolved
431,200082,2026-09-20,ORION-CMR: On-scanner Reporting with Integrated Foundation Model for End-to-End Cardiac MRI Analysis and Interpretation,8.4,7.6,0.000,openai/gpt-5.6-terra,,,https://arxiv.org/abs/2609.23950,Mayo Clinic; Philips North America,Mayo Clinic; Philips North America,paper_pdf
432,117767,2026-09-11,UniTAC: Universal Task-Aware Compression via Weighted Distortion Measures,8.4,7.5,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2608.16696,Nokia Bell Labs,Nokia Bell Labs,paper_pdf
433,142794,2026-09-04,Training Large Language Models for Small-Molecule Design with Synthetic Task Scaling,8.4,7.5,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.04735,"Prescient Design, Genentech","Prescient Design, Genentech",paper_pdf
434,186289,2026-09-08,SyncWorld: Visual Calibration Enables World Models as Zero-Shot Simulators,8.4,7.5,0.191,openai/gpt-5.6-sol,"University of California, Berkeley","University of California, Berkeley; University of Massachusetts Amherst",https://arxiv.org/abs/2609.09155,,"University of California, Berkeley; University of Massachusetts Amherst",database_resolved
435,101365,2026-09-05,Limits of Reliability and Scaling in Language Models,8.4,7.4,0.128,openai/gpt-5.6-sol,,Indian Institute of Management Bangalore,https://arxiv.org/abs/2607.14112,,Indian Institute of Management Bangalore,database_resolved
436,186232,2026-09-08,Factorized and Vectorized Execution: Optimizing Analytical and Semantic Queries over Relations,8.4,7.3,0.115,openai/gpt-5.6-sol,,Polytechnique Montréal,https://arxiv.org/abs/2609.09002,,Polytechnique Montréal,database_resolved
437,183970,2026-09-05,"PAN: A World Model for General, Actionable, and Long-Horizon World Simulation",8.4,7.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2511.09057,"Institute of Foundation Models, Mohamed bin Zayed University of Artificial Intelligence","Institute of Foundation Models, Mohamed bin Zayed University of Artificial Intelligence",paper_pdf
438,194157,2026-09-14,Vulnerability Localization Benchmark: Measuring Agentic Security Analysis at Repository Scale,8.3,8.3,0.191,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University; Yale University,https://arxiv.org/abs/2609.15939,,Carnegie Mellon University; Yale University,database_resolved
439,194758,2026-09-14,A light-touch AI literacy intervention helps protect against AI political persuasion,8.3,8.3,0.270,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University; Cornell University,https://arxiv.org/abs/2609.16432,,Carnegie Mellon University; Cornell University,database_resolved
440,30195,2026-09-08,CARE: Confounder-Aware Aggregation for Reliable LLM Evaluation,8.3,8.2,0.096,openai/gpt-5.6-sol,,University of Wisconsin–Madison,https://arxiv.org/abs/2603.00039,,University of Wisconsin–Madison,database_resolved
441,186062,2026-09-08,Certified Topological Interaction in Neural Representations: Exact Tests and the Statistic They Require,8.3,8.2,0.135,openai/gpt-5.6-sol,,George Washington University,https://arxiv.org/abs/2609.08561,,George Washington University,database_resolved
442,192527,2026-09-12,Learning How Much to Collaborate: Difficulty-Aware Topology Selection for Multi-Agent Code Generation,8.3,8.2,0.128,openai/gpt-5.6-sol,,The University of Sydney,https://arxiv.org/abs/2609.13890,,The University of Sydney,database_resolved
443,194529,2026-09-15,K-Bench: a clinically calibrated benchmark for evaluating large language models in high-risk mental health conversations,8.3,8.2,0.135,openai/gpt-5.6-sol,,University of Roehampton; University of Surrey,https://arxiv.org/abs/2609.15855,,University of Roehampton; University of Surrey,database_resolved
444,196383,2026-09-16,Measuring and Exploiting Implicit Trust in LLM Tool-Calling Pipelines,8.3,8.2,0.375,openai/gpt-5.6-terra,,,https://arxiv.org/abs/2609.18217,,Not disclosed / unresolved,not_disclosed_or_unresolved
445,197999,2026-09-17,DLB: Distributed Load Balancing at Scale for Generative AI Inference,8.3,8.2,0.128,openai/gpt-5.6-terra,,Columbia University; Cornell University; Google (United States),https://arxiv.org/abs/2609.21079,,Columbia University; Cornell University; Google (United States),database_resolved
446,77762,2026-09-03,EntangleCodec: A Unified Discrete Audio Tokenizer via Semantic-Acoustic Entanglement,8.3,8.1,0.135,openai/gpt-5.6-sol,,Fudan University,https://arxiv.org/abs/2606.02739,,Fudan University,database_resolved
447,104006,2026-09-03,Efficient Clustering with Quality Guardrails for LLM-based Recommender Systems at Industry Scale,8.3,8.1,0.000,openai/gpt-5.6-sol,Amazon,Amazon,https://arxiv.org/abs/2607.19704,,Amazon,database_resolved
448,114105,2026-09-14,SatIR: Scalable High-Recall Constraint-Satisfaction-Based Information Retrieval for Clinical Trials Matching,8.3,8.1,0.270,openai/gpt-5.6-sol,Stanford University,Emory University; Stanford University,https://arxiv.org/abs/2604.08849,,Emory University; Stanford University,database_resolved
449,114151,2026-09-01,Held-out evidence resolves follow-up measurement decisions in biological screens,8.3,8.1,0.000,openai/gpt-5.6-sol,,Northwestern Polytechnical University,https://arxiv.org/abs/2607.27651,,Northwestern Polytechnical University,database_resolved
450,137254,2026-09-02,Unfolding the Leech Lattice: Fused Multi-Shell Decoding and VRAM Layouts for 2-Bit LLM Weights,8.3,8.1,0.095,openai/gpt-5.6-sol,,Science Club,https://arxiv.org/abs/2609.02652,,Science Club,database_resolved
451,137413,2026-09-02,Sim-FA: A GPGPU Simulator Framework for Fine-Grained Asynchronous Pipeline Analysis,8.3,8.1,0.000,openai/gpt-5.6-sol,,Hong Kong University of Science and Technology,https://arxiv.org/abs/2605.00555,,Hong Kong University of Science and Technology,database_resolved
452,137480,2026-09-03,BrainDiff: Longitudinal Report Generation for Multimodal Brain MRI,8.3,8.1,0.096,openai/gpt-5.6-sol,,Johns Hopkins University,https://arxiv.org/abs/2609.00593,,Johns Hopkins University,database_resolved
453,137487,2026-09-01,ExecRetrieval: Measuring the Functional-Correctness Gap in Code-Embedding Retrieval,8.3,8.1,0.096,openai/gpt-5.6-sol,,Kennesaw State University,https://arxiv.org/abs/2609.01865,,Kennesaw State University,database_resolved
454,137985,2026-09-03,Gradients Know What Outcomes Don't: Unlocking Reinforcement Learning for LLM Reasoning with Gradient-Aligned Rewards,8.3,8.1,0.270,openai/gpt-5.6-sol,Tsinghua University,Peking University; Renmin University of China; Tsinghua University; University of Macau,https://arxiv.org/abs/2609.03342,,Peking University; Renmin University of China; Tsinghua University; University of Macau,database_resolved
455,138398,2026-09-03,Rethinking On-Policy Distillation of Large Language Models II: One Training Example,8.3,8.1,0.191,openai/gpt-5.6-sol,Tsinghua University,Northeastern University; Tsinghua University; University of Chinese Academy of Sciences; University of Illinois Urbana-Champaign,https://arxiv.org/abs/2609.04172,,Northeastern University; Tsinghua University; University of Chinese Academy of Sciences; University of Illinois Urbana-Champaign,database_resolved
456,184235,2026-09-06,WARP-RM: A Warp-Augmented Relative Progress Reward Model for Data Curation,8.3,8.1,0.191,openai/gpt-5.6-sol,"Stanford University; University of California, Berkeley","Stanford University; University of California, Berkeley",https://arxiv.org/abs/2606.28320,,"Stanford University; University of California, Berkeley",database_resolved
457,186176,2026-09-15,API Benchmark Scores Do Not Reliably Transfer to Chatbot Interfaces,8.3,8.1,0.270,openai/gpt-5.6-sol,Stanford University,Stanford University,https://arxiv.org/abs/2609.08861,,Stanford University,database_resolved
458,186238,2026-09-15,Spheriverse: 3D Scene Understanding from Spherical Observations in the Wild,8.3,8.1,0.135,openai/gpt-5.6-sol,,Hunan University,https://arxiv.org/abs/2609.09012,,Hunan University,database_resolved
459,191252,2026-09-11,DATAFARM: Distribution-Aligned Task and Motion Planning for Fine-Tuning Vision-Language-Action Models,8.3,8.1,0.270,openai/gpt-5.6-sol,Stanford University,Princeton University; Stanford University,https://arxiv.org/abs/2609.12316,,Princeton University; Stanford University,database_resolved
460,191380,2026-09-11,Rotated Robustness: A Training-Free Defense against Bit-Flip Attacks on Large Language Models,8.3,8.1,0.000,openai/gpt-5.6-sol,,Korea University of Science and Technology; National Natural Science Foundation of China,https://arxiv.org/abs/2603.16382,,Korea University of Science and Technology; National Natural Science Foundation of China,database_resolved
461,192480,2026-09-12,"GeomVLA: Unifying Scene, Motion, and Action in 3D",8.3,8.1,0.191,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University,https://arxiv.org/abs/2609.13812,,Carnegie Mellon University,database_resolved
462,193639,2026-09-14,Pick Your Poison: Learning to Select Poison Sets for Stronger LLM Backdoor Attacks,8.3,8.1,0.191,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University,https://arxiv.org/abs/2609.15029,,Carnegie Mellon University,database_resolved
463,200335,2026-09-21,Observing and Controlling Features in Vision-Language-Action Models,8.3,8.1,0.255,openai/gpt-5.6-terra,NVIDIA; Stanford University,NVIDIA; Stanford University,https://arxiv.org/abs/2603.05487,,NVIDIA; Stanford University,database_resolved
464,55171,2026-09-14,Concertina: Data-Centric Adaptive Pipeline Parallelism for Efficient Heterogeneous Long-Context LLM Training,8.3,8.0,0.270,openai/gpt-5.6-sol,Tsinghua University,Beijing University of Posts and Telecommunications; Peking University; Shanghai Jiao Tong University; Tsinghua University,https://arxiv.org/abs/2509.21275,,Beijing University of Posts and Telecommunications; Peking University; Shanghai Jiao Tong University; Tsinghua University,database_resolved
465,67794,2026-09-05,Generating Pretraining Tokens from Organic Data for Data-Bound Scaling,8.3,8.0,0.191,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University,https://arxiv.org/abs/2605.17849,,Carnegie Mellon University,database_resolved
466,97072,2026-09-11,Solve the Missing First Step: Can VLMs Standardize Raw Heterogeneous Medical Data?,8.3,8.0,0.191,openai/gpt-5.6-sol,Stanford University,Shandong University; Stanford University,https://arxiv.org/abs/2607.04694,,Shandong University; Stanford University,database_resolved
467,136901,2026-09-04,"OR-Transformer: Scaling Real-Time Decision-Making to 1,000 Items",8.3,8.0,0.191,openai/gpt-5.6-sol,Massachusetts Institute of Technology,California Institute of Technology; Massachusetts Institute of Technology; University of Virginia,https://arxiv.org/abs/2609.01933,,California Institute of Technology; Massachusetts Institute of Technology; University of Virginia,database_resolved
468,137147,2026-09-02,A Physics-Consistent Benchmark for Contact-Rich Human-Robot Interaction in Assistive Care,8.3,8.0,0.096,openai/gpt-5.6-sol,,Nanyang Technological University; Tongji University,https://arxiv.org/abs/2609.02402,,Nanyang Technological University; Tongji University,database_resolved
469,142667,2026-09-03,When Quantization Breaks Memory: Recurrent-State Write-Back in Low-Precision Temporal Inference,8.3,8.0,0.096,openai/gpt-5.6-sol,,Rensselaer Polytechnic Institute,https://arxiv.org/abs/2609.04490,,Rensselaer Polytechnic Institute,database_resolved
470,183711,2026-09-04,Bigger Text Encoders Can Hurt CLIP Zero-Shot Performance,8.3,8.0,0.135,openai/gpt-5.6-sol,Microsoft,Brown University; Microsoft,https://arxiv.org/abs/2609.05730,,Brown University; Microsoft,database_resolved
471,186262,2026-09-08,Everything in Moderation: Per-Domain Coverage Optima and Alignment-Resistant Domain Gaps in Multi-Domain Mid-Training,8.3,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.09081,,Not disclosed / unresolved,not_disclosed_or_unresolved
472,187078,2026-09-09,What Symmetry Buys a Learned Motion Planner,8.3,8.0,0.128,openai/gpt-5.6-sol,,Shanghai Jiao Tong University,https://arxiv.org/abs/2609.10033,,Shanghai Jiao Tong University,database_resolved
473,187664,2026-09-10,Fork Where the Model Changes Its Mind: Belief-Shift Branching for Tree-Structured Reinforcement Learning,8.3,8.0,0.096,openai/gpt-5.6-sol,,University of Minnesota,https://arxiv.org/abs/2609.11061,,University of Minnesota,database_resolved
474,188267,2026-09-10,Model-Aware Schedules Improve Generation via Fiberwise Optimal Transport,8.3,8.0,0.135,openai/gpt-5.6-sol,,Institute of Informatics of the Slovak Academy of Sciences; Ludwig-Maximilians-Universität München; Munich Center for Machine Learning; Technical University of Munich,https://arxiv.org/abs/2609.11842,,Institute of Informatics of the Slovak Academy of Sciences; Ludwig-Maximilians-Universität München; Munich Center for Machine Learning; Technical University of Munich,database_resolved
475,192311,2026-09-11,"One Spectrum, Two Resources: Data-Memory Scaling in Autoregressive Prediction",8.3,8.0,0.135,openai/gpt-5.6-sol,,UNSW Sydney,https://arxiv.org/abs/2609.13500,,UNSW Sydney,database_resolved
476,192678,2026-09-14,Accurate and Scalable Multimodal Pathology Retrieval via Attentive Vision-Language Alignment,8.3,8.0,0.096,openai/gpt-5.6-sol,,Hong Kong University of Science and Technology; Huazhong University of Science and Technology; Zhejiang University,https://arxiv.org/abs/2510.23224,,Hong Kong University of Science and Technology; Huazhong University of Science and Technology; Zhejiang University,database_resolved
477,193247,2026-09-13,SPARK: Representation-Level KV Memory Alignment for Safer Vision-Language Models,8.3,8.0,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.14258,,Not disclosed / unresolved,not_disclosed_or_unresolved
478,193358,2026-09-13,Physically Partitioned KVCache Format for CPU--GPU Load Balancing in MoE Inference,8.3,8.0,0.096,openai/gpt-5.6-sol,,National University of Defense Technology,https://arxiv.org/abs/2609.14507,,National University of Defense Technology,database_resolved
479,194653,2026-09-14,The World Model Hardware Accelerator,8.3,8.0,0.113,openai/gpt-5.6-sol,,University of Southern California,https://arxiv.org/abs/2609.16244,,University of Southern California,database_resolved
480,510,2026-09-08,Breaking Planner Integrity Boundary: Enviroment State-Text Injection Attack on LLM-Driven Embodied Agents,8.3,7.9,0.096,openai/gpt-5.6-sol,,Wuhan University,https://arxiv.org/abs/2608.16806,,Wuhan University,database_resolved
481,26685,2026-09-01,MarUco: A Markerless 6D Pose Estimation Framework for Closed-Loop Control of Surgical Continuum Manipulators,8.3,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2602.16365,DEEPNOID; DGIST,DEEPNOID; DGIST,paper_pdf
482,38836,2026-09-13,What resources are needed for optimal learning of bosonic Gaussian states?,8.3,7.9,0.135,openai/gpt-5.6-sol,,California Institute of Technology,https://arxiv.org/abs/2603.18136,,California Institute of Technology,database_resolved
483,60204,2026-09-15,Extremely coarse learning objectives induce human-aligned representations in AI vision models,8.3,7.9,0.096,openai/gpt-5.6-sol,,Johns Hopkins University,https://arxiv.org/abs/2605.05556,,Johns Hopkins University,database_resolved
484,85583,2026-09-04,Characterizing Privacy-Audit Alignment in Behavioral Audit of Machine Unlearning,8.3,7.9,0.096,openai/gpt-5.6-sol,,University of Pittsburgh,https://arxiv.org/abs/2606.14518,,University of Pittsburgh,database_resolved
485,86008,2026-09-02,FineVLA: Fine-Grained Instruction Alignment for Steerable Vision-Language-Action Policies,8.3,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2605.27284,Alibaba Inc.; The University of Hong Kong,Alibaba Inc.; The University of Hong Kong,paper_pdf
486,88191,2026-09-15,Mem-World: Memory-Augmented Action-Conditioned World Models for Persistent Robot Manipulation,8.3,7.9,0.096,openai/gpt-5.6-sol,,Dalian University of Technology,https://arxiv.org/abs/2606.18960,,Dalian University of Technology,database_resolved
487,90162,2026-09-07,Field-level weak lensing cosmology with $60$ simulations using multifidelity simulation-based inference,8.3,7.9,0.096,openai/gpt-5.6-sol,,Bansomdejchaopraya Rajabhat University; ETH Zurich,https://arxiv.org/abs/2606.23346,,Bansomdejchaopraya Rajabhat University; ETH Zurich,database_resolved
488,98113,2026-09-15,Data-Driven Soft Labeling Scales DNA Read Classification to Whole-Body Cell-Type Deconvolution,8.3,7.9,0.096,openai/gpt-5.6-sol,,KU Leuven,https://arxiv.org/abs/2607.04987,,KU Leuven,database_resolved
489,112141,2026-09-06,Intelligence per Watt: Measuring Intelligence Efficiency of Local AI,8.3,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2511.07885,Stanford University; Together AI,Stanford University; Together AI,paper_pdf
490,135379,2026-09-01,When the Strongest Teacher Is Not the Best Teacher: Student-Centric Answer Selection,8.3,7.9,0.096,openai/gpt-5.6-sol,,National University of Singapore; Northwestern University; University of Southern California; University of Washington,https://arxiv.org/abs/2605.26872,,National University of Singapore; Northwestern University; University of Southern California; University of Washington,database_resolved
491,135800,2026-09-01,DramaChain Bench: An End-to-End Benchmark for Short-Drama Generation,8.3,7.9,0.096,openai/gpt-5.6-sol,,Peking University,https://arxiv.org/abs/2609.00646,,Peking University,database_resolved
492,136061,2026-09-01,ClinTraceBench: Source-Verifiable Longitudinal Clinical Reasoning over EHR-Derived Dialogues,8.3,7.9,0.000,openai/gpt-5.6-sol,,Chinese University of Hong Kong,https://arxiv.org/abs/2609.01111,,Chinese University of Hong Kong,database_resolved
493,136218,2026-09-01,Diffusion as a Training Curriculum for Timestep-Free Iterative Reasoning,8.3,7.9,0.191,openai/gpt-5.6-sol,Mila - Quebec Artificial Intelligence Institute,McGill University; Mila - Quebec Artificial Intelligence Institute,https://arxiv.org/abs/2609.01449,,McGill University; Mila - Quebec Artificial Intelligence Institute,database_resolved
494,136785,2026-09-02,GPAgentBench-2K: Benchmarking Large Language Model Agents in Complex Clinical Action Space,8.3,7.9,0.096,openai/gpt-5.6-sol,,ETH Zurich; University of Toronto,https://arxiv.org/abs/2608.30188,,ETH Zurich; University of Toronto,database_resolved
495,136809,2026-09-02,Subliminal Learning as Trait-Direction Drift: A Mechanism and Targeted Control under SFT Distillation,8.3,7.9,0.096,openai/gpt-5.6-sol,,Fudan University; Shanghai Jiao Tong University,https://arxiv.org/abs/2609.01091,,Fudan University; Shanghai Jiao Tong University,database_resolved
496,137085,2026-09-02,Do Large Language Models Capture the Diversity in their Training Data?,8.3,7.9,0.135,openai/gpt-5.6-sol,,Chinese University of Hong Kong,https://arxiv.org/abs/2609.02275,,Chinese University of Hong Kong,database_resolved
497,137539,2026-09-09,Tail-Likelihood Reinforcement Learning,8.3,7.9,0.191,openai/gpt-5.6-sol,Carnegie Mellon University,Carnegie Mellon University,https://arxiv.org/abs/2609.02987,,Carnegie Mellon University,database_resolved
498,137546,2026-09-02,Verify Before You Distill: Prompt-Level Teacher Gating for On-Policy Distillation,8.3,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.02998,,Not disclosed / unresolved,not_disclosed_or_unresolved
499,137632,2026-09-10,Improving precipitation forecasts in an AI weather model using observational data,8.3,7.9,0.191,openai/gpt-5.6-sol,Stanford University,California Institute of Technology; Stanford University,https://arxiv.org/abs/2609.03210,,California Institute of Technology; Stanford University,database_resolved
500,142719,2026-09-04,Training-Free Halving of Activated Experts in Fine-Grained Mixture-of-Experts Models,8.3,7.9,0.000,openai/gpt-5.6-sol,,,https://arxiv.org/abs/2609.04575,,Not disclosed / unresolved,not_disclosed_or_unresolved
