row_no,paper_id,arxiv_id,arxiv_url,title,abstract,published_at,organisations,sample_stratum,h_ai_relevance,h_technical_significance,h_apparent_novelty,h_practical_applicability,h_professional_value,h_learning_value,h_evidence_strength,h_tech_relevance,h_product_relevance,h_final_score,h_domain,h_application_domain,h_newsletter_verdict,h_reject_reason,h_notes
11,184890,2609.06966,https://arxiv.org/abs/2609.06966,MOLE: Detecting Insider Threats in AI Agents,"Model misalignment, prompt injection, or operator misuse could lead AI agents operating frontier-lab accounts to exfiltrate model weights, poison training data, or weaken release gates. Existing benchmarks do not test whether defenders can detect this activity among routine work under a limited review budget. We introduce MOLE, an open benchmark of 150 AI-operated accounts sharing 9 stateful services over 30 workdays, with 12 threats and 8 corpora from four models totaling roughly 20 billion tokens. Of 39 agent models, 72% complete most assigned harmful objectives and agent refusal does not predict completion. MOLE enables comparison of 40 monitors across corpus generators, observability levels, and threats; even the best evaluated monitor in our single-day audit-event comparison misses nearly half of completed harm. MOLE also enables monitor development: benchmark-guided search improves a mid-tier monitor by 49-64%, while selective use of a stronger monitor improves budget-AUC by 10% over applying it to every account-day at comparable modeled cost.",2026-09-07 00:00:00+00:00,Carnegie Mellon University,editorial_pick,8.5,8.5,8.5,9,9,8.5,8.5,10,8.5,9.5,evaluation_benchmarking,cybersecurity,winner_material,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: We introduce MOLE, an open benchmark of 150 AI-operated accounts sharing 9 stateful services over 30 workday…"
12,194758,2609.16432,https://arxiv.org/abs/2609.16432,A light-touch AI literacy intervention helps protect against AI political persuasion,"Conversations with large language models (LLMs) can substantially shift beliefs and attitudes, raising concerns about manipulation using AI persuasion. Here we test whether a light-touch AI literacy intervention - a brief warning that LLMs can be prompted to persuade and may present information selectively - helps protect users. Across two experiments (total N = 3,208 Americans) in which participants conversed with an LLM instructed to shift their views about different political topics, the presence of a warning reduced belief change by roughly one-half (-48.1%, 95% CI [-59.5%, -36.8%]) relative to the control. Importantly, the warning did not significantly reduce trust in generative AI more broadly. Light-touch literacy interventions can help protect users against AI political persuasion.",2026-09-14 00:00:00+00:00,Carnegie Mellon University; Cornell University,editorial_pick,7,7.5,7,8.5,8.5,8.5,9,6,9.5,8.5,alignment_safety,education,shortlist,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: Across two experiments (total N = 3,208 Americans) in which participants conversed with an LLM instructed to…"
13,137619,2609.03181,https://arxiv.org/abs/2609.03181,Jina-OCR-v1: Efficient Document Parsing with Speculative Decoding and Dense Verifiable Rewards,"We present Jina-OCR-v1, an end-to-end document parsing model built to serve on low-budget GPUs. It combines the compressed-vision encoder and the 3B mixture-of-experts decoder of DeepSeek-OCR, which activates about 570M parameters per token, with a FastMTP speculative decoding head that shares a single draft block recursively across K=3 prediction steps. Greedy verification makes decoding lossless. Post-training combines instruction alignment, robustness fine-tuning on difficult documents, and GRPO under dense verifiable rewards: deterministic formula, table, and structural checks that award partial credit. The training data mixes cleaned public corpora with targeted synthetic pages. At the default dynamic-resolution setting, Jina-OCR-v1 scores 91.14 on OmniDocBench v1.6 and 83.4 on olmOCR-Bench, and reaches the highest page throughput in our comparison at 2.57 pages per second. On a low-budget GPU such as the NVIDIA L4, FastMTP doubles decoding speed over greedy autoregressive decoding. The model is publicly available at https://huggingface.co/jinaai/jina-ocr-v1.",2026-09-02 00:00:00+00:00,,flagged,9,8.5,8,9.5,9,9,8.5,10,8,9.5,computer_vision,enterprise_workforce,winner_material,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: It combines the compressed-vision encoder and the 3B mixture-of-experts decoder of DeepSeek-OCR, which activ…"
14,194089,2609.15779,https://arxiv.org/abs/2609.15779,EvoOntology: A Self-Evolving Ontology Layer for Data Agents,"Data agents aim to fulfill natural-language instructions over heterogeneous data, including tables, files, and databases. However, data agents face a challenging agent-data gap: heterogeneous data resides outside the agent, while the agent can access it (e.g., column names and file paths) only through generic tools. Existing approaches either let agents directly explore raw data sources or inject manually constructed semantic layers into prompts. However, neither scales well to large heterogeneous data sources nor adapts to different agent behaviors. In this paper, we introduce EvoOntology, a self-evolving ontology layer for data agents. EvoOntology encapsulates the ontology as an MCP server comprising a schema layer, a content layer, and a tool layer, enabling agents to actively query and interact with the ontology at runtime. To this end, we introduce a builder agent for autonomous ontology construction and a self-evolution loop that continuously refines the ontology through attribution-guided typed edits that are accepted only after a backbone-conditional paired evaluation. Experiments on three well-adopted data-agent benchmarks with four LLM backbones demonstrate that EvoOntology consistently outperforms strong baselines and existing semantic-layer approaches, effectively bridging the agent-data gap and enabling more effective interaction with heterogeneous data. Code: https://github.com/ruc-datalab/EvoOntology",2026-09-14 00:00:00+00:00,Renmin University of China,flagged,8,8,7.5,8.5,8.5,8,8,9.5,8.5,9,systems_infrastructure,enterprise_workforce,winner_material,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: To this end, we introduce a builder agent for autonomous ontology construction and a self-evolution loop tha…"
15,195234,2609.15983,https://arxiv.org/abs/2609.15983,Stellar Colosseum: A Many-Agent Harness for Long-Horizon Research in Mathematics and Theoretical Computer Science,"Language models can produce plausible short proofs, but may still be unreliable on long-horizon research problems, where progress depends on a sequence of uncertain and interdependent decisions. We introduce Stellar Colosseum, a model-agnostic harness for allocating inference across research in mathematics and theoretical computer science. Colosseum explores alternative strategies before proof construction, uses a readiness gate to decide when a route is mature enough to decompose, represents the proof plan as interdependent section-level subproblems, and routes verifier findings back to the affected part of the argument. Across these stages, it generates candidates in parallel, attacks them with targeted falsification, and combines candidates and their critiques into a single research artifact through overlapping random-sample tree aggregation. The Colosseum workflow has been integrated into Google Antigravity's Teamwork framework as the Long Proof pattern. We demonstrate the capabilities of Colosseum through open-ended research and evaluations on theorem-proving and competitive programming benchmarks. Using Colosseum with Gemini 3.1 Pro, we obtain several new results that address open problems arising from papers published at top venues such as FOCS and JMLR. On TCS-Bench, a benchmark of research-level theorem-proving tasks drawn from papers published at FOCS, STOC, and SODA, Colosseum achieves 71.0% accuracy using Gemini 3.1 Pro and Gemini 3.7 Flash. In a separate Codeforces evaluation using Gemini 3.1 Pro, the proof-oriented pipeline with execution feedback solves 218 of 222 problems.",2026-09-15 00:00:00+00:00,Carnegie Mellon University; Google (United States),flagged,8.5,8.5,8.5,6,7,7.5,7,7,5,7,evaluation_benchmarking,scientific_research,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
16,197726,2609.20519,https://arxiv.org/abs/2609.20519,SoL-Pi: Recursively Scaling Auto-Research Loops for Efficient Agent Harness,"As coding agents move from supervised code completion to unattended, around-the-clock exploration, their work expands from isolated predictions into long trajectories of reasoning, tool use, and feedback. Token efficiency therefore becomes important for scaling recursive self-improvement. We take an RSI-inspired approach at the harness layer, scaling auto-research loops across increasingly numerous and diverse environments for harness rollouts. At this scale, the process yields reusable improvements that transfer beyond their development setting, moving automated harness discovery toward production-level outcomes. Four mechanisms survive selection and form SoL-Pi, spanning action execution, context compaction, observation handling, and delegated reading. On the 51-task EdgeBench evaluation, SoL-Pi achieves performance comparable to Pi across GPT-5.6 Sol and Opus 5 while reducing recorded token traffic by 44.7-49.0% and API cost by about one third. In other words, estimated hourly savings are \$8.75-\$13.50 relative to native Codex and Claude Code harnesses, and \$4.36-\$5.71 relative to Pi.",2026-09-17 00:00:00+00:00,,flagged,7,8.5,8,9,9,8.5,8,9.5,8,9,systems_infrastructure,enterprise_workforce,winner_material,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: On the 51-task EdgeBench evaluation, SoL-Pi achieves performance comparable to Pi across GPT-5.6 Sol and Opu…"
17,155,2607.19020,https://arxiv.org/abs/2607.19020,Freezing the Physiological Encoder: Explanation Stability Under Bounded Updates of an ICU Model,"Clinical prediction models deployed in intensive care units may require model updating when data distributions shift, yet unconstrained adaptation can alter model behavior in ways that are difficult to audit. We propose a structurally bounded updating framework that separates physiological dynamics from treatment context and restricts post-drift adaptation to the treatment pathway and fusion head, while leaving the physiological encoder unchanged. Rather than assuming that physiological information remains stable, we investigate how this predefined update boundary affects model explanations after distribution shift. Using 84,792 MIMIC-IV ICU stays across four temporal transitions, we compare selective adaptation with full model adaptation under treatment-side distributional and performance drift. Selective adaptation produces more stable physiological attribution ordering than full adaptation, with rank correlation of 0.875 versus 0.812 and top-5 feature agreement of 0.674 versus 0.552, while retrieval stability also improves (Jaccard similarity 0.614 versus 0.517). Importantly, freezing does not make explanations globally invariant; instead, it constrains where model changes can occur, redirecting explanatory changes toward the treatment pathway and fusion component. Predictive performance remains task-dependent, with selective adaptation outperforming full adaptation for some outcomes while showing a slight disadvantage for intubation prediction. These results suggest that explanation behavior after model updating is influenced not simply by whether a component is frozen, but by the structural boundary defining which components are permitted to absorb adaptation. Such predefined boundaries provide a practical basis for auditable and controlled updating of clinical prediction models under distribution shift.",2026-09-13 00:00:00+00:00,University of Dhaka,max_disagreement,7,7.5,7,7,7,7.5,9,7,7,7.5,interpretability,healthcare_life_sciences,maybe,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported evidence: Using 84,792 MIMIC-IV ICU stays across four temporal transitions, we compare selective adaptation with full…"
18,138345,2609.04043,https://arxiv.org/abs/2609.04043,Extending concurrent separation logic to the hardware level to verify the xv6 OS kernel on RISC-V with AI agents,"MachCSL is a framework for verifying system software, such as an OS kernel, on top of low-level semantics of a RISC-V computer, based on the Sail RISC-V semantics. The key idea behind MachCSL is to adapt concurrent separation logic, based on Iris, to reasoning about low-level hardware execution at the sub-instruction level: page-table translation, TLB, privilege levels, configuration registers, instruction fetch/decode/execute, traps and interrupts, DMA, shared memory, power failures, etc. Reasoning at this level of detail ensures that the system software correctly manages all of the hardware details. Verifying software at this low level of abstraction is tedious, but LLM-based agents are capable of reasoning about such low-level details. As a case study, we verify the xv6 OS kernel (6,593 lines of C and assembly code), which provides a traditional Unix system call interface (processes, file system, file descriptors, and preemptive scheduling) and has substantial internal concurrency (multi-core support with fine-grained locking, shared memory, interrupts, DMA, etc.). In the verification process, we uncovered ten bugs in the xv6 implementation, as well as one bug in the Sail RISC-V semantics. The verification effort took us 93 days, including the time to develop the MachCSL framework. On top of the verified xv6 kernel, we prove an application-level theorem: if the user types echo hello world as input on the UART console, the only output the system can produce is hello world. This theorem covers both the kernel and the init, sh, and echo binaries in the initial file system image.",2026-09-03 00:00:00+00:00,MIT Computer Science and Artificial Intelligence Laboratory,max_disagreement,5.5,9,9,5,7.5,8,7.5,9.5,3.5,8,theory_foundations,hardware_design,shortlist,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Claims and comparisons require full-text verification.
19,191305,2506.19960,https://arxiv.org/abs/2506.19960,An ab initio foundation model of wavefunctions that accurately describes chemical bond breaking,"Reliable description of bond breaking remains a major challenge for quantum chemistry due to the multireference character of the electronic structure in dissociating species. Multireference methods in particular suffer from large computational cost, which under the normal paradigm has to be paid anew for each system at a full price, ignoring commonalities in electronic structure across molecules. Quantum Monte Carlo with deep neural networks uniquely offers to exploit such commonalities by pretraining transferable wavefunction models, but all such attempts were so far limited in scope. Here, we bring this paradigm to fruition with Orbformer, a transferable wavefunction model pretrained on 22,000 equilibrium and dissociating structures that can be fine-tuned on unseen molecules reaching an accuracy-cost ratio rivalling classical multireference methods. On established benchmarks as well as more challenging bond dissociations and Diels-Alder reactions, Orbformer is the only method that consistently converges to chemical accuracy (1 kcal/mol). This work turns the idea of amortizing the cost of solving the SchrÃ¶dinger equation over many molecules into a practical approach in quantum chemistry.",2026-09-11 00:00:00+00:00,Microsoft,max_disagreement,8,8.5,9,5,5.5,7,8,6,3,6.5,generative_models,scientific_research,maybe,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported evidence: Here, we bring this paradigm to fruition with Orbformer, a transferable wavefunction model pretrained on 22…"
20,191803,2609.12815,https://arxiv.org/abs/2609.12815,4D Parallelism Unlocks Exascale Bayesian Neural Networks for High-Fidelity Atmospheric Modeling,"We present BEAST, the first-ever Bayesian Swin Transformer for atmospheric forecasting on 0.25$^\circ$ global resolution able to accurately quantify both aleatoric and epistemic uncertainty. To overcome the associated computational bottlenecks, we devise an orthogonal 4D-parallelization scheme that introduces a unique domain-tensor-parallelism strategy and a novel uncertainty parallel method, enabling us to fully leverage GPU capacity and efficiently scale model training. For a 2.4-billion-parameter model, we achieve a peak performance of 3.96 EFLOP/s on 20,480 NVIDIA GH200 GPUs on the JUPITER supercomputer. We train BEAST as a 700-million-parameter model with 96 random weight samples on 384 nodes on 40 years of data for nearly one million gradient updates. This model achieves predictive skill scores competitive with state-of-the-art probabilistic atmospheric AI models and numerical models, and can predict extreme events with exceptional skill, while generating large ensembles 3 to 4 times faster than the current-best AI model. Our contribution unlocks the potential of high-fidelity uncertainty quantification in atmospheric AI models, heralding a new era for AI-based models in climate and Earth system sciences.",2026-09-11 00:00:00+00:00,CSC - IT Center for Science (Finland); Forschungszentrum Jülich; Karlsruhe Institute of Technology,max_disagreement,7.5,9,8,4,6,7,8,7,4,7,systems_infrastructure,scientific_research,maybe,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported evidence: We present BEAST, the first-ever Bayesian Swin Transformer for atmospheric forecasting on 0.25$^\circ$ globa…"
21,195822,2304.03370,https://arxiv.org/abs/2304.03370,Reliable learning in challenging environments,"The problem of designing learners that provide guarantees that their predictions are provably correct is of increasing importance in machine learning. However, learning theoretic guarantees have only been considered in very specific settings. In this work, we consider the design and analysis of reliable learners in challenging test-time environments as encountered in modern machine learning problems: namely `adversarial' test-time attacks (in several variations) and `natural' distribution shifts. In this work, we provide a reliable learner with provably optimal guarantees in such settings. We discuss practical implementations of the learner and further show that our algorithm achieves strong positive performance guarantees on several natural examples: for example, linear separators under log-concave distributions or smooth boundary classifiers under smooth probability distributions.",2026-09-16 00:00:00+00:00,Carnegie Mellon University,max_disagreement,6,8,8,5,6.5,7.5,8,6.5,4,6.5,theory_foundations,general_method,maybe,,AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Claims and comparisons require full-text verification.
22,195900,2509.12151,https://arxiv.org/abs/2509.12151,Learning Contact Dynamics through Touching: Action-conditional Graph Neural Networks for Robotic Peg Insertion,"We present a learnable physics-based model that predicts motion of the robot end effector and reaction force-torque in contact-rich manipulation. The model represents the end effector and the environment as interacting meshes in a graph structure, and conditions its prediction explicitly on the applied control input. It predicts object-level pose update directly, while the reaction torque emerges from a per-vertex force field. Training is self-supervised using only joint encoder and force-torque data while the robot is randomly touching the environment without task context. In simulation, our model transfers to peg insertion with unseen concave geometry, where an MPC agent using it reaches up to 98% success rate, and after fine-tuning on self-collected data matches an agent planning with the ground truth dynamics at the tightest 1 mm clearance. In the real world, it outperforms the system-identified MuJoCo model by 45% in position and by 74% and 63% in force and torque error.",2026-09-16 00:00:00+00:00,German Research Centre for Artificial Intelligence; Institute of Computer Science; Osnabrück University,max_disagreement,8,8,7.5,7,7,7.5,8.5,7,4,7,robotics_embodied,manufacturing,maybe,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported evidence: In simulation, our model transfers to peg insertion with unseen concave geometry, where an MPC agent using i…"
23,195905,2509.21891,https://arxiv.org/abs/2509.21891,"AgentPack: A Dataset of Code Changes, Co-Authored by Agents and Humans","Fine-tuning large language models for code editing has typically relied on mining commits and pull requests. The working hypothesis has been that commit messages describe human intent in natural language, and patches to code describe the changes that implement that intent. However, much of the previously collected data is noisy: commit messages are terse, human-written commits commingle several unrelated edits, and many commits come from simple, rule-based bots. The recent adoption of software engineering agents changes this landscape. Code changes \emph{co-authored} by humans and agents are often accompanied by substantially more explicit natural-language descriptions of intent and rationale. Moreover, when these changes land in public repositories, they are implicitly filtered by humans: maintainers discard low-quality commits to their projects. We present AgentPack, a corpus of 1.8M code edits co-authored by Claude Code, OpenAI Codex, and Cursor Agent across public GitHub projects up to early October 2025. We describe the identification and curation pipeline, quantify adoption trends of these agents, and analyze the structural properties of the edits. Finally, we show that models fine-tuned on AgentPack can outperform models trained on prior human-only commit corpora, highlighting the potential of using public data from software engineering agents to train future code-editing models.",2026-09-16 00:00:00+00:00,Anthropic; Northeastern University,max_disagreement,8,8,7.5,8.5,9,8,8.5,9.5,7,9,evaluation_benchmarking,enterprise_workforce,winner_material,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Directly actionable for engineering/product readers. Reported evidence: We present AgentPack, a corpus of 1.8M code edits co-authored by Claude Code, OpenAI Codex, and Cursor Agent…"
24,196879,2609.19242,https://arxiv.org/abs/2609.19242,Block Parallelism For Efficient Distributed Long-Context Diffusion Language Model Training,"Block diffusion language models (BDLMs) combine autoregressive dependencies across blocks with parallel denoising within blocks, but long-context training is constrained by distributed attention communication and activation memory. Conventional context parallelism (CP) shards the combined clean-plus-corrupted sequence by position, communicating shared clean K/V together with block-specific corrupted K/V and their gradients. We observe that the BDLM objective separates over target blocks. We introduce block parallelism (BP), a new distributed parallelism dimension that assigns each corrupted-block computation to one rank. To scale BP to long contexts, we introduce context-sharded block parallelism (CSBP), which also shards the shared clean sequence across those ranks. CSBP keeps corrupted K/V and gradients local, avoids replicated clean prefixes, and preserves BDLM training semantics. On 16 H200 GPUs at 256K context, CSBP improves throughput over the best baseline by 1.18-1.45x for supervised fine-tuning and 1.27-1.33x for conversion of autoregressive models to BDLMs, while matching or reducing peak HBM. Full-model speedup reaches 1.61x at 512K. On eight H100 GPUs, CSBP accelerates DFlash2 speculative-decoder training by 2.48x at 512K and 7.59x at 1M. In matched 12-hour DiffusionGemma 26B-A4B SFT runs, CSBP achieves higher pass rates at every trained checkpoint on SWE-bench Verified and Terminal-Bench Lite. Code: https://github.com/ScalingIntelligence/Turbo-dLLM",2026-09-16 00:00:00+00:00,Stanford University,max_disagreement,8,8,7.5,6,6.5,7,8.5,8,3.5,7.5,systems_infrastructure,general_method,maybe,,"AI-DRAFT ONLY; NOT HUMAN GOLD LABEL; title/abstract only. Potentially useful but narrower immediate reader action. Reported evidence: On 16 H200 GPUs at 256K context, CSBP improves throughput over the best baseline by 1.18-1.45x for supervise…"
